Time_s,LapID,Speed,Distance,Throttle,Brake
12.38,3,73.74312981590353,915.5974504768028,0.3663705292992556,-0.038957496292581065
12.39,3,73.65061350964457,915.7979068152978,0.5758912793065307,-0.05015717411941778
12.4,3,73.57086517829283,915.998274277241,0.8088356075621169,-0.05779624510188309
12.41,3,73.50218209484893,916.1985574437077,1.0627432613706607,-0.062236898562491476
12.42,3,73.44286153231342,916.3987608957735,1.3351539880368077,-0.06384132382375741
12.43,3,73.39120076368685,916.598889214514,1.6236075348652044,-0.06297171020819539
12.44,3,73.34549706196984,916.7989469810047,1.9256436491604967,-0.05999024703831987
12.450000000000001,3,73.3040477001629,916.9989387763212,2.238802078227387,-0.05525912363664437
12.46,3,73.26514995126666,917.1988691815388,2.5606225693704108,-0.04914052932568509
12.47,3,73.22710108828164,917.3987427777332,2.888644869894268,-0.041996653427955805
12.48,3,73.18819838420843,917.5985641459798,3.220408727103605,-0.03418968526597102
12.49,3,73.14673911204763,917.7983378673541,3.5534538883030677,-0.026081814162245226
12.5,3,73.10102054479975,917.9980685229318,3.885320100797303,-0.018035229439292866
12.51,3,73.04933995546541,918.1977606937883,4.213547111890956,-0.010412120419628357
12.52,3,72.98999461704516,918.3974189609992,4.535674668888674,-0.00357467642576631
12.530000000000001,3,72.92132382355327,918.5970479964648,4.849281183798261,0.002120107680957223
12.540000000000001,3,72.84330043591207,918.796656002909,5.1534481589604875,0.006517171717474507
12.55,3,72.75801937623629,918.9962557697202,5.449209664223004,0.009723775790179882
12.56,3,72.66771738756196,919.1958603928207,5.7377302628063775,0.011864711311940243
12.57,3,72.57463121292508,919.3954829681329,6.020174517931172,0.01306476969562248
12.58,3,72.48099759536167,919.5951365915797,6.297706992817953,0.013448742354093485
12.59,3,72.38905327790772,919.7948343590837,6.571492250687285,0.013141420700220147
12.6,3,72.30103500359927,919.9945893665671,6.842694854759737,0.01226759614686937
12.61,3,72.21917951547232,920.1944147099529,7.112479368255872,0.010952060106908027
12.620000000000001,3,72.14572355656287,920.3943234851633,7.382010354396304,0.009319603993202714
12.63,3,72.08290386990696,920.5943287881212,7.652452376401503,0.007495019218620908
12.64,3,72.03295719854059,920.7944437147489,7.924969997492082,0.005603097196029239
12.65,3,71.99812028549978,920.9946813609693,8.200727780888608,0.003768629338294617
12.66,3,71.98062987382053,921.1950548227045,8.480890289811647,0.002116407058283941
12.67,3,71.98272270653888,921.3955771958773,8.76662208748176,0.0007712217688640374
12.68,3,72.0066239309685,921.5962615518883,9.059086119949532,-0.00014247705328924713
12.69,3,72.05210040129596,921.7971157634385,9.35910249322837,-0.0005727304040179931
12.700000000000001,3,72.11343419506085,921.998136104243,9.666726391928053,-0.0006293150975648427
12.71,3,72.18416526357562,922.1993172785992,9.981909501779057,-0.0004438918644042687
12.72,3,72.25783355815284,922.4006539908039,10.304603508512013,-0.0001481214350107854
12.73,3,72.32814321632954,922.6021421772089,10.634702675902766,0.00012928633731650364
12.74,3,72.39257465880851,922.8038061114305,10.970780562768182,0.00032749177431194503
12.75,3,72.45238458945806,923.0056984043489,11.310090022966163,0.0004535253727433228
12.76,3,72.50899389837119,923.2078728988992,11.649826488399869,0.0005173685065537864
12.77,3,72.5638234756408,923.4103834380167,11.987185390972458,0.0005290025496864853
12.780000000000001,3,72.61829421135992,923.6132838646366,12.319362162587153,0.0004984088760845605
12.790000000000001,3,72.67382699562143,923.8166280216942,12.643552235146995,0.00043556885969117437
12.8,3,72.73184271851832,924.0204697521248,12.956951040555202,0.0003504638744494734
12.81,3,72.79376227014352,924.2248628988633,13.256754010714936,0.00025307529430260763
12.82,3,72.86100654059001,924.4298613048453,13.540156577529357,0.00015338449319372643
12.83,3,72.93499641995072,924.6355188130058,13.804354172901627,6.137284506597908e-05
12.84,3,73.01715082545898,924.841889136822,14.046558525895962,-1.2996266275429664e-05
12.85,3,73.10847042810157,925.0489985446413,14.267436363720972,-6.357336626986819e-05
12.86,3,73.20902273624941,925.2568120711026,14.475362970765895,-9.271831560519983e-05
12.870000000000001,3,73.31874899525555,925.4652864655221,14.679756649727747,-0.00010394234379783797
12.88,3,73.43759045047302,925.6743784772166,14.890035703303441,-0.00010075668036419201
12.89,3,73.56548834725491,925.8840448555025,15.115618434189992,-8.66725548206783e-05
12.9,3,73.70238393095427,926.0942423496963,15.365923145084377,-6.520119668370971e-05
12.91,3,73.84821844692418,926.3049277091146,15.65036813868358,-3.985383546969897e-05
12.92,3,74.00293314051767,926.5160576830739,15.978371717684581,-1.4141700695059008e-05
12.93,3,74.16644046763543,926.7275888452166,16.359090510827112,8.46633984114015e-06
12.94,3,74.33753369421447,926.9394709398549,16.79150857176311,2.6148230101532406e-05
12.950000000000001,3,74.5135522188439,927.1516448397583,17.261395419303824,3.922118077456826e-05
12.96,3,74.69173827571066,927.3640508247971,17.753637422654556,4.814537334472389e-05
12.97,3,74.86933409900178,927.5766291748407,18.253120951020865,5.3380989296482835e-05
12.98,3,75.0435819229043,927.7893201697594,18.744732373608223,5.538821011432583e-05
12.99,3,75.2117239816052,928.002064089423,19.2133580596221,5.462721728273368e-05
13.0,3,75.37100250929154,928.2148012137013,19.643884378267977,5.155819228618719e-05
13.01,3,75.51865974015033,928.4274718224642,20.021197698751322,4.6641316609167136e-05
13.02,3,75.6519379083686,928.6400161955816,20.33018439027762,4.033677173615427e-05
