Time,Distance,X,Y,Speed,Throttle,Brake,RPM,nGear,DRS,LapID,PointIndex,Year,GrandPrix,Session,Driver,LapNumber,LapTime_s,Time_s
0 days 00:00:42.981000,2661.1399530920244,10971.0,14333.0,221.05,100.0,False,10483.35,6,0,2,336,2023,Italian Grand Prix,R,HAM,48.0,85.815,42.981
0 days 00:00:43.133000,2670.513888888891,10978.677435106492,14212.889128963676,222.0,100.0,False,10547.0,6,0,2,337,2023,Italian Grand Prix,R,HAM,48.0,85.815,43.133
0 days 00:00:43.201000,2674.7507786972656,10982.0,14161.0,223.13333333333333,100.0,False,10606.216666666667,6,0,2,338,2023,Italian Grand Prix,R,HAM,48.0,85.815,43.201
0 days 00:00:43.373000,2685.580555555557,10988.688637731713,14058.907613360105,226.0,100.0,False,10756.0,6,0,2,339,2023,Italian Grand Prix,R,HAM,48.0,85.815,43.373
0 days 00:00:43.602000,2700.1274807469604,10997.0,13948.0,228.45357074285715,100.0,False,10817.339268571428,6,0,2,340,2023,Italian Grand Prix,R,HAM,48.0,85.815,43.602
0 days 00:00:43.653000,2703.3916666666682,10999.387706333444,13919.412590574793,229.0,100.0,False,10831.0,6,0,2,341,2023,Italian Grand Prix,R,HAM,48.0,85.815,43.653
0 days 00:00:43.761000,2710.337702059197,11005.0,13855.0,231.025,100.0,False,10943.725,6,0,2,342,2023,Italian Grand Prix,R,HAM,48.0,85.815,43.761
0 days 00:00:43.813000,2713.7027777777794,11007.889317305453,13822.89132209946,232.0,100.0,False,10998.0,6,0,2,343,2023,Italian Grand Prix,R,HAM,48.0,85.815,43.813
0 days 00:00:43.982000,2724.7446234345443,11018.0,13715.0,234.1124992,100.0,False,11081.65496832,6,0,2,344,2023,Italian Grand Prix,R,HAM,48.0,85.815,43.982
0 days 00:00:44.213000,2740.0361111111124,11032.927445155707,13564.18103149142,237.0,100.0,False,11196.0,6,0,2,345,2023,Italian Grand Prix,R,HAM,48.0,85.815,44.213
0 days 00:00:44.262000,2743.2975521149137,11036.0,13532.0,237.6124992,86.8312672,False,11199.6749952,6,0,2,346,2023,Italian Grand Prix,R,HAM,48.0,85.815,44.262
0 days 00:00:44.373000,2750.658333333334,11042.67837092226,13459.020709879649,239.0,57.0,False,11208.0,6,0,2,347,2023,Italian Grand Prix,R,HAM,48.0,85.815,44.373
0 days 00:00:44.462000,2756.4494543363867,11048.0,13401.0,235.1062528,31.968768,False,11035.0063744,6,0,2,348,2023,Italian Grand Prix,R,HAM,48.0,85.815,44.462
0 days 00:00:44.533000,2760.9694444444453,11052.327425147461,13355.361446521067,232.0,12.0,True,10897.0,6,0,2,349,2023,Italian Grand Prix,R,HAM,48.0,85.815,44.533
0 days 00:00:44.562000,2762.784798207057,11054.0,13337.0,230.2781288,10.912502400000001,True,10734.9628576,6,0,2,350,2023,Italian Grand Prix,R,HAM,48.0,85.815,44.562
0 days 00:00:44.853000,2779.9027777777787,11065.436066874283,13164.050881258885,213.0,0.0,True,9109.0,6,0,2,351,2023,Italian Grand Prix,R,HAM,48.0,85.815,44.853
0 days 00:00:44.882000,2781.478051161862,11066.0,13148.0,210.281256,0.0,True,9133.3780712,6,0,2,352,2023,Italian Grand Prix,R,HAM,48.0,85.815,44.882
0 days 00:00:45.062000,2790.7218635367726,11067.0,13053.0,193.40625599999998,0.0,True,9284.6905712,6,0,2,353,2023,Italian Grand Prix,R,HAM,48.0,85.815,45.062
0 days 00:00:45.173000,2796.1694444444456,11065.25856037142,12997.622321699206,183.0,0.0,True,9378.0,5,0,2,354,2023,Italian Grand Prix,R,HAM,48.0,85.815,45.173
0 days 00:00:45.242000,2799.501125651552,11063.0,12964.0,180.04285988571428,0.24642834285714285,True,9305.796495542858,5,0,2,355,2023,Italian Grand Prix,R,HAM,48.0,85.815,45.242
0 days 00:00:45.453000,2809.469444444446,11049.61557641246,12864.199805988623,171.0,1.0,True,9085.0,5,0,2,356,2023,Italian Grand Prix,R,HAM,48.0,85.815,45.453
0 days 00:00:45.460000,2809.7962135125877,11049.0,12861.0,170.85416533333333,1.0,True,9075.316578133334,5,0,2,357,2023,Italian Grand Prix,R,HAM,48.0,85.815,45.46
0 days 00:00:45.561000,2814.4852850508646,11039.0,12816.0,168.75,1.0,True,8935.6,5,0,2,358,2023,Italian Grand Prix,R,HAM,48.0,85.815,45.561
0 days 00:00:45.693000,2820.5361111111124,11023.741871954993,12762.584438424932,166.0,1.0,False,8753.0,5,0,2,359,2023,Italian Grand Prix,R,HAM,48.0,85.815,45.693
0 days 00:00:45.821000,2826.314532224389,10999.0,12706.0,163.44,13.799999999999999,False,8735.72,5,0,2,360,2023,Italian Grand Prix,R,HAM,48.0,85.815,45.821
0 days 00:00:45.893000,2829.5361111111124,10977.52504475087,12667.48014572781,162.0,21.0,False,8726.0,5,0,2,361,2023,Italian Grand Prix,R,HAM,48.0,85.815,45.893
0 days 00:00:46.053000,2836.6472222222233,10923.165167953406,12581.300657266182,160.0,39.0,False,8691.0,5,0,2,362,2023,Italian Grand Prix,R,HAM,48.0,85.815,46.053
0 days 00:00:46.061000,2837.0022118070547,10921.0,12578.0,160.0,39.72,False,8693.68,5,0,2,363,2023,Italian Grand Prix,R,HAM,48.0,85.815,46.061
0 days 00:00:46.253000,2845.5361111111124,10887.547479674822,12531.264081219493,160.0,57.0,False,8758.0,5,0,2,364,2023,Italian Grand Prix,R,HAM,48.0,85.815,46.253
0 days 00:00:46.401000,2852.1846058088954,10849.0,12498.0,161.5857142857143,63.871428571428574,False,9058.757142857143,5,0,2,365,2023,Italian Grand Prix,R,HAM,48.0,85.815,46.401
0 days 00:00:46.533000,2858.2138888888903,10783.147137962937,12446.600155088168,163.0,70.0,False,9327.0,5,0,2,366,2023,Italian Grand Prix,R,HAM,48.0,85.815,46.533
0 days 00:00:46.701000,2866.0685281262868,10686.0,12375.0,167.2,81.2,False,9590.9,5,0,2,367,2023,Italian Grand Prix,R,HAM,48.0,85.815,46.701
0 days 00:00:46.773000,2869.480555555557,10652.188063366048,12352.020396192842,169.0,86.0,False,9704.0,5,0,2,368,2023,Italian Grand Prix,R,HAM,48.0,85.815,46.773
0 days 00:00:47.053000,2883.091666666668,10553.134356050301,12297.336837699655,175.0,92.0,False,9889.0,5,0,2,369,2023,Italian Grand Prix,R,HAM,48.0,85.815,47.053
0 days 00:00:47.162000,2888.721256523907,10505.0,12273.0,181.33194817113977,95.61825609779414,False,10191.12438416581,5,0,2,370,2023,Italian Grand Prix,R,HAM,48.0,85.815,47.162
0 days 00:00:47.294000,2895.744166666668,10432.95400557481,12236.221139991798,189.0,100.0,False,10557.0,5,0,2,371,2023,Italian Grand Prix,R,HAM,48.0,85.815,47.294
0 days 00:00:47.521000,2908.093644986199,10313.0,12175.0,195.6208352,100.0,False,10982.62512,5,0,2,372,2023,Italian Grand Prix,R,HAM,48.0,85.815,47.521
0 days 00:00:47.534000,2908.810833333335,10308.418122873461,12172.702960956354,196.0,100.0,False,11007.0,5,0,2,373,2023,Italian Grand Prix,R,HAM,48.0,85.815,47.534
0 days 00:00:47.734000,2920.033055555557,10265.252281246576,12151.809238008289,202.0,100.0,False,11594.0,5,0,2,374,2023,Italian Grand Prix,R,HAM,48.0,85.815,47.734
0 days 00:00:47.841000,2926.2914080540777,10222.0,12130.0,206.9041696,100.0,False,11649.2833664,5,0,2,375,2023,Italian Grand Prix,R,HAM,48.0,85.815,47.841
0 days 00:00:47.974000,2934.233055555557,10124.428359411531,12079.771469999949,213.0,100.0,False,11718.0,5,0,2,376,2023,Italian Grand Prix,R,HAM,48.0,85.815,47.974
0 days 00:00:48.141000,2944.2453120875443,9990.0,12010.0,215.31944533333333,100.0,False,11289.830391466667,5,0,2,377,2023,Italian Grand Prix,R,HAM,48.0,85.815,48.141
0 days 00:00:48.334000,2956.033055555557,9913.98460515272,11969.9611711129,218.0,100.0,False,10795.0,5,0,2,378,2023,Italian Grand Prix,R,HAM,48.0,85.815,48.334
0 days 00:00:48.494000,2966.0775000000012,9871.255751703064,11946.59209853892,226.0,100.0,False,10507.0,6,0,2,379,2023,Italian Grand Prix,R,HAM,48.0,85.815,48.494
0 days 00:00:48.562000,2970.326789414329,9837.0,11928.0,226.0,100.0,False,10507.0,6,0,2,380,2023,Italian Grand Prix,R,HAM,48.0,85.815,48.562
0 days 00:00:48.654000,2976.121944444446,9775.098722568278,11894.480455717052,226.0,100.0,False,10507.0,6,0,2,381,2023,Italian Grand Prix,R,HAM,48.0,85.815,48.654
0 days 00:00:48.782000,2984.485518133679,9678.0,11842.0,231.86666666666667,100.0,False,10940.6,6,0,2,382,2023,Italian Grand Prix,R,HAM,48.0,85.815,48.782
0 days 00:00:48.894000,2991.9219444444457,9605.918694396543,11803.133553848636,237.0,100.0,False,11320.0,6,0,2,383,2023,Italian Grand Prix,R,HAM,48.0,85.815,48.894
0 days 00:00:49.134000,3007.855277777779,9477.570899948454,11734.232932755785,239.0,100.0,False,11424.0,6,0,2,384,2023,Italian Grand Prix,R,HAM,48.0,85.815,49.134
0 days 00:00:49.181000,3011.0354890832386,9451.0,11720.0,240.51071634285714,100.0,False,11401.842826971428,6,0,2,385,2023,Italian Grand Prix,R,HAM,48.0,85.815,49.181
0 days 00:00:49.402000,3026.303831220691,9319.0,11649.0,247.61428571428573,100.0,False,11297.657142857142,6,0,2,386,2023,Italian Grand Prix,R,HAM,48.0,85.815,49.402
0 days 00:00:49.414000,3027.144166666668,9311.971468229029,11645.155011466237,248.0,100.0,False,11292.0,6,0,2,387,2023,Italian Grand Prix,R,HAM,48.0,85.815,49.414
0 days 00:00:49.561000,3037.523599320206,9222.0,11595.0,251.01366829869073,100.0,False,11112.519310211308,6,0,2,388,2023,Italian Grand Prix,R,HAM,48.0,85.815,49.561
0 days 00:00:49.841000,3057.6184169760536,8988.0,11460.0,256.75398636843937,100.0,False,10770.651478501835,6,0,2,389,2023,Italian Grand Prix,R,HAM,48.0,85.815,49.841
0 days 00:00:49.853000,3058.48388888889,8980.197248590492,11455.475469842564,257.0,100.0,False,10756.0,7,0,2,390,2023,Italian Grand Prix,R,HAM,48.0,85.815,49.853
0 days 00:00:50.053000,3072.9838888888894,8894.819680496837,11405.952989031979,261.0,100.0,False,10910.0,7,0,2,391,2023,Italian Grand Prix,R,HAM,48.0,85.815,50.053
0 days 00:00:50.182000,3082.492316628537,8837.0,11373.0,263.5083320888889,100.0,False,11010.333283555556,7,0,2,392,2023,Italian Grand Prix,R,HAM,48.0,85.815,50.182
0 days 00:00:50.341000,3094.373065558519,8734.0,11315.0,266.6,100.0,False,11134.0,7,0,2,393,2023,Italian Grand Prix,R,HAM,48.0,85.815,50.341
0 days 00:00:50.413000,3099.7838888888896,8685.065628608085,11287.702996580763,268.0,100.0,False,11190.0,7,0,2,394,2023,Italian Grand Prix,R,HAM,48.0,85.815,50.413
0 days 00:00:50.661000,3118.523505735194,8525.0,11199.0,271.54285714285714,100.0,False,11304.257142857143,7,0,2,395,2023,Italian Grand Prix,R,HAM,48.0,85.815,50.661
0 days 00:00:50.693000,3120.939444444445,8506.975754060019,11188.940090725264,272.0,100.0,False,11319.0,7,0,2,396,2023,Italian Grand Prix,R,HAM,48.0,85.815,50.693
0 days 00:00:50.853000,3133.028333333334,8412.849851689958,11135.953977119254,272.0,100.0,False,11428.0,7,0,2,397,2023,Italian Grand Prix,R,HAM,48.0,85.815,50.853
0 days 00:00:50.901000,3136.6948508600685,8367.0,11110.0,273.0285714285714,100.0,False,11447.714285714286,7,0,2,398,2023,Italian Grand Prix,R,HAM,48.0,85.815,50.901
0 days 00:00:51.062000,3149.1423422605794,8166.0,10996.0,276.47857005714286,100.0,False,11513.83925942857,7,0,2,399,2023,Italian Grand Prix,R,HAM,48.0,85.815,51.062
0 days 00:00:51.133000,3154.6505555555564,8108.25538383887,10963.131038403651,278.0,100.0,False,11543.0,7,0,2,400,2023,Italian Grand Prix,R,HAM,48.0,85.815,51.133
0 days 00:00:51.333000,3170.2061111111116,8056.322680257262,10932.86734432917,280.0,100.0,False,11709.0,7,0,2,401,2023,Italian Grand Prix,R,HAM,48.0,85.815,51.333
0 days 00:00:51.402000,3175.63431630411,8031.0,10918.0,281.14999893333334,100.0,False,11491.075202133334,7,0,2,402,2023,Italian Grand Prix,R,HAM,48.0,85.815,51.402
0 days 00:00:51.693000,3198.8061111111115,7834.153176032936,10801.807619651092,286.0,100.0,False,10572.0,8,0,2,403,2023,Italian Grand Prix,R,HAM,48.0,85.815,51.693
0 days 00:00:51.721000,3201.036639451956,7815.0,10790.0,286.175,100.0,False,10577.075,8,0,2,404,2023,Italian Grand Prix,R,HAM,48.0,85.815,51.721
0 days 00:00:51.853000,3211.5616666666674,7729.320558843154,10735.138389019901,287.0,100.0,False,10601.0,8,0,2,405,2023,Italian Grand Prix,R,HAM,48.0,85.815,51.853
0 days 00:00:51.882000,3213.8845561275944,7708.0,10721.0,287.3624992,100.0,False,10618.0374624,8,0,2,406,2023,Italian Grand Prix,R,HAM,48.0,85.815,51.882
0 days 00:00:52.093000,3230.895000000001,7517.643653418802,10590.961431030633,290.0,100.0,False,10742.0,8,0,2,407,2023,Italian Grand Prix,R,HAM,48.0,85.815,52.093
0 days 00:00:52.161000,3236.3984786415413,7469.0,10557.0,290.56666666666666,100.0,False,10756.45,8,0,2,408,2023,Italian Grand Prix,R,HAM,48.0,85.815,52.161
0 days 00:00:52.333000,3250.361666666667,7398.580960428336,10505.469455874345,292.0,100.0,False,10793.0,8,0,2,409,2023,Italian Grand Prix,R,HAM,48.0,85.815,52.333
0 days 00:00:52.401000,3255.9030769501805,7364.0,10478.0,292.68,100.0,False,10823.6,8,0,2,410,2023,Italian Grand Prix,R,HAM,48.0,85.815,52.401
0 days 00:00:52.533000,3266.6950000000006,7259.428208674727,10393.2653975857,294.0,100.0,False,10883.0,8,0,2,411,2023,Italian Grand Prix,R,HAM,48.0,85.815,52.533
0 days 00:00:52.733000,3283.1394444444445,7074.275710266374,10242.034476395238,296.0,100.0,False,11006.0,8,0,2,412,2023,Italian Grand Prix,R,HAM,48.0,85.815,52.733
0 days 00:00:52.761000,3285.4522411426087,7057.0,10228.0,296.2625,100.0,False,11008.1875,8,0,2,413,2023,Italian Grand Prix,R,HAM,48.0,85.815,52.761
0 days 00:00:53.021000,3307.0478446090283,6967.0,10155.0,298.7,100.0,False,11028.5,8,0,2,414,2023,Italian Grand Prix,R,HAM,48.0,85.815,53.021
0 days 00:00:53.053000,3309.7172222222225,6951.886966303908,10142.309303179456,299.0,100.0,False,11031.0,8,0,2,415,2023,Italian Grand Prix,R,HAM,48.0,85.815,53.053
0 days 00:00:53.293000,3329.783888888889,6794.656931109385,10008.199660862418,301.0,100.0,False,11080.0,8,0,2,416,2023,Italian Grand Prix,R,HAM,48.0,85.815,53.293
0 days 00:00:53.321000,3332.1234885199387,6777.0,9993.0,301.0,100.0,False,11080.0,8,0,2,417,2023,Italian Grand Prix,R,HAM,48.0,85.815,53.321
0 days 00:00:53.453000,3343.1616666666673,6698.698533370305,9925.149353474648,301.0,100.0,False,11080.0,8,0,2,418,2023,Italian Grand Prix,R,HAM,48.0,85.815,53.453
0 days 00:00:53.501000,3347.19533757201,6663.0,9894.0,301.6,100.0,False,11107.0,8,0,2,419,2023,Italian Grand Prix,R,HAM,48.0,85.815,53.501
0 days 00:00:53.693000,3363.4283333333337,6466.542439643956,9721.94989146979,304.0,100.0,False,11215.0,8,0,2,420,2023,Italian Grand Prix,R,HAM,48.0,85.815,53.693
0 days 00:00:53.741000,3367.5000552800225,6422.0,9683.0,304.2990654801875,100.0,False,11221.280375083938,8,0,2,421,2023,Italian Grand Prix,R,HAM,48.0,85.815,53.741
0 days 00:00:54.014000,3390.713333333334,6277.486756521674,9557.93068261236,306.0,100.0,False,11257.0,8,0,2,422,2023,Italian Grand Prix,R,HAM,48.0,85.815,54.014
0 days 00:00:54.174000,3404.313333333334,6222.334441678629,9510.604203888379,306.0,100.0,False,11249.0,8,0,2,423,2023,Italian Grand Prix,R,HAM,48.0,85.815,54.174
0 days 00:00:54.261000,3411.705806926085,6178.0,9472.0,306.0,100.0,False,11264.7687616,8,0,2,424,2023,Italian Grand Prix,R,HAM,48.0,85.815,54.261
0 days 00:00:54.334000,3417.9133333333343,6133.002727674289,9432.612526846018,306.0,100.0,False,11278.0,8,0,2,425,2023,Italian Grand Prix,R,HAM,48.0,85.815,54.334
0 days 00:00:54.421000,3425.322850207636,6075.0,9382.0,306.2718752,100.0,False,11286.4281312,8,0,2,426,2023,Italian Grand Prix,R,HAM,48.0,85.815,54.421
0 days 00:00:54.641000,3444.0933242376113,5934.0,9260.0,306.9593752,100.0,False,11307.7406312,8,0,2,427,2023,Italian Grand Prix,R,HAM,48.0,85.815,54.641
0 days 00:00:54.654000,3445.202222222223,5925.775961723685,9252.666407774239,307.0,100.0,False,11309.0,8,0,2,428,2023,Italian Grand Prix,R,HAM,48.0,85.815,54.654
0 days 00:00:54.701000,3449.210798860332,5896.0,9226.0,307.0,100.0,False,11300.7749888,8,0,2,429,2023,Italian Grand Prix,R,HAM,48.0,85.815,54.701
0 days 00:00:54.814000,3458.8466666666673,5823.0237385727205,9162.363588057347,307.0,100.0,False,11281.0,8,0,2,430,2023,Italian Grand Prix,R,HAM,48.0,85.815,54.814
0 days 00:00:54.941000,3469.6783595908837,5741.0,9092.0,307.0,100.0,False,11293.7000064,8,0,2,431,2023,Italian Grand Prix,R,HAM,48.0,85.815,54.941
0 days 00:00:55.214000,3492.957777777778,5566.005505003275,8939.349699663511,307.0,100.0,False,11321.0,8,0,2,432,2023,Italian Grand Prix,R,HAM,48.0,85.815,55.214
0 days 00:00:55.221000,3493.554259720978,5561.0,8935.0,307.0,100.0,False,11321.22750208,8,0,2,433,2023,Italian Grand Prix,R,HAM,48.0,85.815,55.221
0 days 00:00:55.481000,3515.6995445730845,5354.0,8756.0,307.0,100.0,False,11329.67750208,8,0,2,434,2023,Italian Grand Prix,R,HAM,48.0,85.815,55.481
0 days 00:00:55.614000,3527.068888888889,5242.750159005782,8659.338719313248,307.0,100.0,False,11334.0,8,0,2,435,2023,Italian Grand Prix,R,HAM,48.0,85.815,55.614
0 days 00:00:55.774000,3540.8022222222226,5113.215091409674,8546.309329944781,309.0,100.0,False,11334.0,8,0,2,436,2023,Italian Grand Prix,R,HAM,48.0,85.815,55.774
0 days 00:00:55.882000,3550.078544555393,5044.0,8486.0,309.0,100.0,False,11338.628571428571,8,0,2,437,2023,Italian Grand Prix,R,HAM,48.0,85.815,55.882
0 days 00:00:56.054000,3564.835555555556,4967.956250223171,8420.02430527208,309.0,100.0,False,11346.0,8,0,2,438,2023,Italian Grand Prix,R,HAM,48.0,85.815,56.054
0 days 00:00:56.213000,3578.4388888888893,4911.737907821953,8371.413399430954,308.0,100.0,False,11312.0,8,0,2,439,2023,Italian Grand Prix,R,HAM,48.0,85.815,56.213
0 days 00:00:56.301000,3585.966427635304,4863.0,8329.0,308.0,100.0,False,11300.56,8,0,2,440,2023,Italian Grand Prix,R,HAM,48.0,85.815,56.301
0 days 00:00:56.413000,3595.55,4781.543225998416,8257.923277244296,308.0,100.0,False,11286.0,8,0,2,441,2023,Italian Grand Prix,R,HAM,48.0,85.815,56.413
0 days 00:00:56.541000,3606.5074714433895,4683.0,8172.0,308.0,100.0,False,11268.08,8,0,2,442,2023,Italian Grand Prix,R,HAM,48.0,85.815,56.541
0 days 00:00:56.613000,3612.6611111111115,4636.2204294366575,8131.384217344637,308.0,100.0,False,11258.0,8,0,2,443,2023,Italian Grand Prix,R,HAM,48.0,85.815,56.613
0 days 00:00:56.861000,3633.7611110237426,4503.0,8016.0,306.6222222222222,100.0,False,11242.155555555555,8,0,2,444,2023,Italian Grand Prix,R,HAM,48.0,85.815,56.861
0 days 00:00:56.973000,3643.2611111111114,4438.353922374676,7959.350991920033,306.0,100.0,False,11235.0,8,0,2,445,2023,Italian Grand Prix,R,HAM,48.0,85.815,56.973
0 days 00:00:57.101000,3654.10600348441,4350.0,7882.0,305.36,100.0,False,11210.04,8,0,2,446,2023,Italian Grand Prix,R,HAM,48.0,85.815,57.101
0 days 00:00:57.173000,3660.205555555556,4288.773997756855,7828.746676287824,305.0,100.0,False,11196.0,8,0,2,447,2023,Italian Grand Prix,R,HAM,48.0,85.815,57.173
0 days 00:00:57.381000,3677.8372457740606,4101.0,7666.0,305.0,100.0,False,11189.24,8,0,2,448,2023,Italian Grand Prix,R,HAM,48.0,85.815,57.381
0 days 00:00:57.573000,3694.094444444445,3998.403834232055,7576.693599010279,305.0,100.0,False,11183.0,8,0,2,449,2023,Italian Grand Prix,R,HAM,48.0,85.815,57.573
0 days 00:00:57.742000,3708.36752112083,3923.0,7511.0,304.15500032,100.0,False,11180.46500096,8,0,2,450,2023,Italian Grand Prix,R,HAM,48.0,85.815,57.742
0 days 00:00:57.773000,3710.983333333334,3906.388899443788,7496.575168472264,304.0,100.0,False,11180.0,8,0,2,451,2023,Italian Grand Prix,R,HAM,48.0,85.815,57.773
0 days 00:00:57.942000,3725.2345614845563,3795.0,7400.0,303.6159092363636,100.0,False,11142.743195927273,8,0,2,452,2023,Italian Grand Prix,R,HAM,48.0,85.815,57.942
0 days 00:00:58.162000,3743.7407672749796,3592.0,7224.0,303.1159092363636,100.0,False,11094.243195927273,8,0,2,453,2023,Italian Grand Prix,R,HAM,48.0,85.815,58.162
0 days 00:00:58.213000,3748.0166666666673,3554.065024017225,7191.1476784447805,303.0,100.0,False,11083.0,8,0,2,454,2023,Italian Grand Prix,R,HAM,48.0,85.815,58.213
0 days 00:00:58.373000,3761.3944444444446,3471.751125373517,7120.022049200843,301.0,100.0,False,11116.0,8,0,2,455,2023,Italian Grand Prix,R,HAM,48.0,85.815,58.373
0 days 00:00:58.621000,3782.0177303690916,3364.0,7026.0,300.38,66.52,False,10969.68,8,0,2,456,2023,Italian Grand Prix,R,HAM,48.0,85.815,58.621
0 days 00:00:58.701000,3788.6913930329956,3314.0,6982.0,300.18,55.72,False,10922.48,8,0,2,457,2023,Italian Grand Prix,R,HAM,48.0,85.815,58.701
0 days 00:00:58.773000,3794.7277777777786,3267.866086314259,6941.862298155396,300.0,46.0,False,10880.0,8,0,2,458,2023,Italian Grand Prix,R,HAM,48.0,85.815,58.773
0 days 00:00:58.901000,3805.4636632826036,3188.0,6873.0,300.0,46.0,False,10613.6,8,0,2,459,2023,Italian Grand Prix,R,HAM,48.0,85.815,58.901
0 days 00:00:58.933000,3808.0611111111116,3169.276663600425,6856.796757264992,300.0,46.0,True,10547.0,8,0,2,460,2023,Italian Grand Prix,R,HAM,48.0,85.815,58.933
0 days 00:00:59.133000,3823.1166666666672,3062.8235451026526,6763.939962018804,271.0,0.0,True,9810.0,8,0,2,461,2023,Italian Grand Prix,R,HAM,48.0,85.815,59.133
0 days 00:00:59.261000,3831.7390387791193,2993.0,6702.0,254.6,0.0,True,9625.2,8,0,2,462,2023,Italian Grand Prix,R,HAM,48.0,85.815,59.261
0 days 00:00:59.453000,3843.5611111111116,2881.3905841375026,6601.266160876054,230.0,0.0,True,9348.0,8,0,2,463,2023,Italian Grand Prix,R,HAM,48.0,85.815,59.453
0 days 00:00:59.481000,3845.221142480743,2867.0,6588.0,227.6,0.0,True,9351.9,8,0,2,464,2023,Italian Grand Prix,R,HAM,48.0,85.815,59.481
0 days 00:00:59.733000,3859.5833333333335,2769.9631357286876,6494.329248405501,206.0,0.0,True,9387.0,8,0,2,465,2023,Italian Grand Prix,R,HAM,48.0,85.815,59.733
0 days 00:00:59.821000,3864.468871907387,2742.0,6466.0,201.6,0.0,True,9849.0,8,0,2,466,2023,Italian Grand Prix,R,HAM,48.0,85.815,59.821
0 days 00:00:59.893000,3868.3833333333337,2719.6049077987905,6443.014450799395,198.0,0.0,True,10227.0,6,0,2,467,2023,Italian Grand Prix,R,HAM,48.0,85.815,59.893
0 days 00:01:00.081000,3878.1187916313097,2659.0,6368.0,189.27142857142857,0.0,True,9851.671428571428,6,0,2,468,2023,Italian Grand Prix,R,HAM,48.0,85.815,60.081
0 days 00:01:00.173000,3882.772222222223,2624.4574225809083,6309.156266719181,185.0,0.0,True,9668.0,5,0,2,469,2023,Italian Grand Prix,R,HAM,48.0,85.815,60.173
0 days 00:01:00.281000,3888.220188241675,2588.0,6240.0,183.0782913772621,1.5373668981903257,True,9682.604985532807,5,0,2,470,2023,Italian Grand Prix,R,HAM,48.0,85.815,60.281
0 days 00:01:00.454000,3896.8222222222225,2560.993444562483,6180.462910156887,180.0,4.0,False,9706.0,5,0,2,471,2023,Italian Grand Prix,R,HAM,48.0,85.815,60.454
0 days 00:01:00.681000,3907.6327455450637,2555.0,6110.0,174.84090763636362,22.57273250909091,False,9525.431767272727,5,0,2,472,2023,Italian Grand Prix,R,HAM,48.0,85.815,60.681
0 days 00:01:00.881000,3916.988163573415,2545.0,5971.0,170.2954530909091,38.93636887272727,False,9366.340858181818,5,0,2,473,2023,Italian Grand Prix,R,HAM,48.0,85.815,60.881
0 days 00:01:00.894000,3917.6000000000004,2544.573425502852,5963.0298721787485,170.0,40.0,False,9356.0,5,0,2,474,2023,Italian Grand Prix,R,HAM,48.0,85.815,60.894
0 days 00:01:01.134000,3929.0000000000005,2544.3887037999016,5865.546653472691,171.0,63.0,False,9535.0,5,0,2,475,2023,Italian Grand Prix,R,HAM,48.0,85.815,61.134
0 days 00:01:01.302000,3937.1643902032465,2546.0,5803.0,174.675,71.925,False,9817.45,5,0,2,476,2023,Italian Grand Prix,R,HAM,48.0,85.815,61.302
0 days 00:01:01.454000,3944.8222222222225,2545.30468835258,5727.15155754333,178.0,80.0,False,10073.0,5,0,2,477,2023,Italian Grand Prix,R,HAM,48.0,85.815,61.454
0 days 00:01:01.481000,3946.221095171169,2545.0,5713.0,179.0125024,80.0,False,10103.600072533334,5,0,2,478,2023,Italian Grand Prix,R,HAM,48.0,85.815,61.481
0 days 00:01:01.701000,3958.052855527028,2541.0,5599.0,187.2625024,80.0,False,10352.933405866666,5,0,2,479,2023,Italian Grand Prix,R,HAM,48.0,85.815,61.701
0 days 00:01:01.902000,3969.1848457720603,2531.0,5492.0,194.8,80.0,False,10580.733333333334,5,0,2,480,2023,Italian Grand Prix,R,HAM,48.0,85.815,61.902
0 days 00:01:01.934000,3970.9555555555557,2526.1530153961485,5467.186361475385,196.0,80.0,False,10617.0,5,0,2,481,2023,Italian Grand Prix,R,HAM,48.0,85.815,61.934
0 days 00:01:02.122000,3981.34988881446,2486.0,5302.0,197.88,80.94,False,10233.95,5,0,2,482,2023,Italian Grand Prix,R,HAM,48.0,85.815,62.122
0 days 00:01:02.334000,3993.1777777777784,2464.372412691317,5234.428905564522,200.0,82.0,False,9802.0,6,0,2,483,2023,Italian Grand Prix,R,HAM,48.0,85.815,62.334
0 days 00:01:02.442000,3999.303233553008,2451.0,5206.0,201.89,86.86,False,9886.78,6,0,2,484,2023,Italian Grand Prix,R,HAM,48.0,85.815,62.442
0 days 00:01:02.734000,4016.1777777777784,2378.7118674727767,5055.991602409379,207.0,100.0,False,10116.0,6,0,2,485,2023,Italian Grand Prix,R,HAM,48.0,85.815,62.734
0 days 00:01:02.762000,4017.8166846733843,2370.0,5041.0,207.84422083401944,100.0,False,10144.984915301333,6,0,2,486,2023,Italian Grand Prix,R,HAM,48.0,85.815,62.762
0 days 00:01:02.933000,4027.951944444445,2312.776293195987,4956.203279756235,213.0,100.0,False,10322.0,6,0,2,487,2023,Italian Grand Prix,R,HAM,48.0,85.815,62.933
0 days 00:01:02.962000,4029.7084193420546,2303.0,4943.0,213.86999808,100.0,False,10354.18992896,6,0,2,488,2023,Italian Grand Prix,R,HAM,48.0,85.815,62.962
